KEY_CODE,HYOSYO,CITYNAME,NAME,HTKSYORI,HTKSAKI,GASSAN,T000850001,T000850002,T000850003,T000850004,T000850005,T000850006,T000850007,T000850008
05201007005,3,秋田市,大町５丁目,0,,,270,154,73,28,11,2,450,1.6666666667
05201007006,3,秋田市,大町６丁目,0,,,350,201,75,44,19,9,616,1.7600000000
052010080,2,秋田市,旭北,0,,,414,269,81,33,18,7,677,1.6352657005
05201008001,3,秋田市,旭北栄町,0,,,212,166,25,11,7,1,296,1.3962264151
05201008002,3,秋田市,旭北寺町,0,,,51,12,18,12,6,1,127,2.4901960784
05201008003,3,秋田市,旭北錦町,0,,,151,91,38,10,5,5,254,1.6821192053
052010090,2,秋田市,楢山,0,,,3718,1303,1189,683,380,110,8133,2.1874663798
05201009001,3,秋田市,楢山太田町,0,,,240,101,68,40,18,6,501,2.0875000000
05201009002,3,秋田市,楢山大元町,0,,,180,58,55,35,19,8,423,2.3500000000
05201009004,3,秋田市,楢山共和町,0,,,160,50,53,36,17,3,353,2.2062500000
05201009005,3,秋田市,楢山金照町,0,,,66,21,26,12,5,2,139,2.1060606061
05201009006,3,秋田市,楢山佐竹町,0,,,68,33,20,8,5,1,129,1.8970588235
05201009007,3,秋田市,楢山城南町,0,,,160,39,52,37,17,10,402,2.5125000000
05201009008,3,秋田市,楢山登町,0,,,673,306,189,99,61,16,1318,1.9583952452
05201009009,3,秋田市,楢山本町,0,,,414,165,121,69,45,11,867,2.0942028986
05201009010,3,秋田市,楢山南中町,0,,,575,220,182,101,43,21,1215,2.1130434783
05201009011,3,秋田市,楢山石塚町,0,,,329,87,126,72,32,7,749,2.2765957447
05201009012,3,秋田市,楢山川口境,0,,,291,85,109,46,38,8,663,2.2783505155
05201009013,3,秋田市,楢山愛宕下,0,,,231,68,81,51,20,4,528,2.2857142857
05201009014,3,秋田市,楢山城南新町,0,,,331,70,107,77,60,13,846,2.5558912387
052010100,2,秋田市,旭南,0,,,1307,600,382,186,96,33,2536,1.9403213466
05201010001,3,秋田市,旭南１丁目,0,,,531,251,171,69,29,10,972,1.8305084746
05201010002,3,秋田市,旭南２丁目,0,,,387,197,99,49,26,11,733,1.8940568475
05201010003,3,秋田市,旭南３丁目,0,,,389,152,112,68,41,12,831,2.1362467866
052010110,2,秋田市,川元,0,,,1033,499,254,144,94,36,2035,1.9699903195
05201011001,3,秋田市,川元小川町,0,,,230,102,51,43,20,10,490,2.1304347826
05201011002,3,秋田市,川元開和町,0,,,318,147,86,41,31,12,632,1.9874213836
05201011003,3,秋田市,川元松丘町,0,,,72,27,18,19,7,1,153,2.1250000000
05201011004,3,秋田市,川元むつみ町,0,,,208,95,61,26,18,7,409,1.9663461538
05201011005,3,秋田市,川元山下町,0,,,205,128,38,15,18,6,351,1.7121951220
052010120,2,秋田市,川尻,0,,,2207,874,568,386,290,68,4797,2.1735387404
05201012001,3,秋田市,川尻上野町,0,,,603,206,178,113,87,14,1350,2.2388059701
05201012002,3,秋田市,川尻新川町,0,,,268,127,63,36,30,9,545,2.0335820896
05201012003,3,秋田市,川尻総社町,0,,,315,115,88,63,34,12,694,2.2031746032
05201012004,3,秋田市,川尻みよし町,0,,,374,120,109,71,54,16,872,2.3315508021
05201012005,3,秋田市,川尻若葉町,0,,,196,76,46,37,27,7,440,2.2448979592
05201012006,3,秋田市,川尻大川町,0,,,229,124,39,32,28,5,441,1.9257641921
05201012007,3,秋田市,川尻御休町,0,,,222,106,45,34,30,5,455,2.0495495495
052010130,2,秋田市,茨島,0,,,2182,850,689,368,191,55,4553,2.0866177819
05201013001,3,秋田市,茨島１丁目,0,,,11,3,3,2,2,-,30,2.7272727273
05201013002,3,秋田市,茨島２丁目,0,,,573,243,169,97,43,12,1159,2.0226876091
05201013003,3,秋田市,茨島３丁目,0,,,-,-,-,-,-,-,-,-
05201013004,3,秋田市,茨島４丁目,0,,,565,221,177,93,47,19,1186,2.0991150442
05201013005,3,秋田市,茨島５丁目,2,013006,,X,X,X,X,X,X,X,X
05201013006,3,秋田市,茨島６丁目,1,,013005,692,292,210,109,60,16,1392,2.0115606936
05201013007,3,秋田市,茨島７丁目,0,,,341,91,130,67,39,8,786,2.3049853372
052010140,2,秋田市,山王,0,,,3150,1723,666,393,304,50,5787,1.8371428571
05201014001,3,秋田市,山王１丁目,0,,,199,155,29,4,9,2,271,1.3618090452
05201014002,3,秋田市,山王２丁目,0,,,318,177,74,35,25,6,566,1.7798742138
05201014003,3,秋田市,山王３丁目,0,,,313,174,60,40,33,4,578,1.8466453674
05201014004,3,秋田市,山王４丁目,0,,,16,5,7,2,2,-,33,2.0625000000
05201014005,3,秋田市,山王５丁目,0,,,330,210,52,35,27,5,559,1.6939393939
05201014006,3,秋田市,山王６丁目,0,,,384,179,96,56,47,4,760,1.9791666667
05201014007,3,秋田市,山王７丁目,0,,,183,101,38,28,15,1,326,1.7814207650
05201014008,3,秋田市,山王新町,0,,,242,129,58,33,16,5,439,1.8140495868
05201014009,3,秋田市,山王中園町,0,,,279,136,74,41,23,4,525,1.8817204301
05201014010,3,秋田市,山王中島町,0,,,457,243,86,56,53,13,897,1.9628008753
05201014011,3,秋田市,山王沼田町,0,,,338,137,84,60,52,5,718,2.1242603550
05201014012,3,秋田市,山王臨海町,0,,,91,77,8,3,2,1,115,1.2637362637
052010150,2,秋田市,牛島東,0,,,2360,683,755,490,308,89,5559,2.3555084746
05201015001,3,秋田市,牛島東１丁目,0,,,350,125,93,73,41,11,795,2.2714285714
05201015002,3,秋田市,牛島東２丁目,0,,,50,17,16,6,9,1,114,2.2800000000
05201015003,3,秋田市,牛島東３丁目,0,,,336,135,89,66,33,10,711,2.1160714286
05201015004,3,秋田市,牛島東４丁目,0,,,386,85,149,80,50,17,940,2.4352331606
05201015005,3,秋田市,牛島東５丁目,0,,,309,92,94,65,40,10,734,2.3754045307
05201015006,3,秋田市,牛島東６丁目,0,,,333,88,130,62,32,14,775,2.3273273273
05201015007,3,秋田市,牛島東７丁目,1,,030009,596,141,184,138,103,26,1490,2.5000000000
052010160,2,秋田市,牛島西,0,,,2104,592,731,429,252,74,4882,2.3203422053
05201016001,3,秋田市,牛島西１丁目,0,,,344,143,97,55,35,11,716,2.0813953488
05201016002,3,秋田市,牛島西２丁目,0,,,905,250,347,179,92,29,2043,2.2574585635
05201016003,3,秋田市,牛島西３丁目,0,,,450,112,152,94,71,16,1094,2.4311111111
05201016004,3,秋田市,牛島西４丁目,0,,,405,87,135,101,54,18,1029,2.5407407407
052010170,2,秋田市,手形山,0,,,921,308,344,155,80,26,1962,2.1302931596
05201017001,3,秋田市,手形山西町,0,,,424,156,159,63,38,5,859,2.0259433962
05201017002,3,秋田市,手形山南町,0,,,126,26,56,33,8,3,284,2.2539682540
05201017003,3,秋田市,手形山中町,0,,,164,69,47,22,15,8,349,2.1280487805
05201017004,3,秋田市,手形山北町,0,,,107,31,44,17,8,5,239,2.2336448598
05201017005,3,秋田市,手形山東町,0,,,100,26,38,20,11,5,231,2.3100000000
052010180,2,秋田市,泉,0,,,1228,353,428,233,157,38,2846,2.3175895765
05201018001,3,秋田市,泉東町,0,,,148,50,43,29,16,6,344,2.3243243243
05201018002,3,秋田市,泉馬場,0,,,307,83,101,62,49,8,732,2.3843648208
05201018003,3,秋田市,泉三嶽根,0,,,176,68,57,33,12,4,361,2.0511363636
05201018004,3,秋田市,泉一ノ坪,0,,,343,109,127,58,34,12,752,2.1924198251
05201018005,3,秋田市,泉釜ノ町,0,,,254,43,100,51,46,8,657,2.5866141732
052010190,2,秋田市,旭川,0,,,979,220,375,210,123,35,2369,2.4198161389
05201019001,3,秋田市,旭川清澄町,0,,,190,29,83,38,29,9,482,2.5368421053
05201019002,3,秋田市,旭川新藤田東町,0,,,342,88,120,71,49,12,810,2.3684210526
05201019003,3,秋田市,旭川新藤田西町,0,,,162,30,65,38,21,4,405,2.5000000000
05201019004,3,秋田市,旭川南町,0,,,285,73,107,63,24,10,672,2.3578947368
052010201,2,秋田市,東通,0,,,1850,1030,419,203,137,49,3349,1.8102702703
05201020101,3,秋田市,東通１丁目,0,,,433,234,107,44,32,14,793,1.8314087760
05201020102,3,秋田市,東通２丁目,0,,,251,148,47,25,23,8,449,1.7888446215
05201020103,3,秋田市,東通３丁目,0,,,236,149,49,17,16,5,387,1.6398305085
05201020104,3,秋田市,東通４丁目,0,,,75,33,25,7,7,2,148,1.9733333333
05201020105,3,秋田市,東通５丁目,0,,,291,167,58,34,19,10,529,1.8178694158
05201020106,3,秋田市,東通６丁目,0,,,295,146,71,41,27,6,577,1.9559322034
05201020107,3,秋田市,東通７丁目,0,,,133,86,27,13,3,3,212,1.5939849624
05201020108,3,秋田市,東通８丁目,0,,,136,67,35,22,10,1,254,1.8676470588
052010202,2,秋田市,東通,0,,,1405,683,355,220,100,30,2710,1.9288256228
05201020201,3,秋田市,東通仲町,0,,,570,371,102,63,25,5,915,1.6052631579
05201020202,3,秋田市,東通観音前,0,,,301,152,73,45,19,8,574,1.9069767442
05201020203,3,秋田市,東通館ノ越,0,,,306,99,103,62,28,9,680,2.2222222222
05201020204,3,秋田市,東通明田,0,,,228,61,77,50,28,8,541,2.3728070175
052010210,2,秋田市,横森,0,,,1777,693,528,302,154,67,3816,2.1474395048
05201021001,3,秋田市,横森１丁目,0,,,323,117,108,52,33,9,692,2.1424148607
05201021002,3,秋田市,横森２丁目,0,,,344,117,114,62,28,14,772,2.2441860465
05201021003,3,秋田市,横森３丁目,0,,,344,152,87,56,32,12,714,2.0755813953
05201021004,3,秋田市,横森４丁目,0,,,318,118,86,59,26,19,729,2.2924528302
05201021005,3,秋田市,横森５丁目,0,,,448,189,133,73,35,13,909,2.0290178571
052010220,2,秋田市,桜,0,,,1526,572,468,264,160,42,3279,2.1487549148
05201022001,3,秋田市,桜１丁目,0,,,401,153,128,71,36,10,834,2.0798004988
05201022002,3,秋田市,桜２丁目,0,,,516,199,168,87,49,10,1062,2.0581395349
05201022003,3,秋田市,桜３丁目,0,,,285,147,53,38,31,8,582,2.0421052632
05201022004,3,秋田市,桜４丁目,0,,,324,73,119,68,44,14,801,2.4722222222
052010230,2,秋田市,桜ガ丘,0,,,909,111,317,239,173,61,2508,2.7590759076
05201023001,3,秋田市,桜ガ丘１丁目,0,,,224,27,95,53,31,14,594,2.6517857143
05201023002,3,秋田市,桜ガ丘２丁目,0,,,226,21,92,75,32,4,590,2.6106194690
05201023003,3,秋田市,桜ガ丘３丁目,0,,,165,21,67,39,24,13,440,2.6666666667
05201023004,3,秋田市,桜ガ丘４丁目,0,,,121,32,32,30,23,4,298,2.4628099174
05201023005,3,秋田市,桜ガ丘５丁目,0,,,173,10,31,42,63,26,586,3.3872832370
052010240,2,秋田市,大住,0,,,1116,305,419,206,140,37,2563,2.2965949821
05201024001,3,秋田市,大住１丁目,0,,,218,54,83,42,30,6,514,2.3577981651
05201024002,3,秋田市,大住２丁目,0,,,349,84,139,65,43,17,820,2.3495702006
05201024003,3,秋田市,大住３丁目,0,,,328,84,129,62,41,8,759,2.3140243902
05201024004,3,秋田市,大住４丁目,0,,,221,83,68,37,26,6,470,2.1266968326
052010250,2,秋田市,仁井田,0,,,4784,1422,1491,983,641,161,11277,2.3572324415
05201025001,3,秋田市,仁井田福島１丁目,0,,,427,101,164,80,60,19,1022,2.3934426230
05201025002,3,秋田市,仁井田福島２丁目,0,,,118,51,27,20,14,5,252,2.1355932203
05201025003,3,秋田市,仁井田二ツ屋１丁目,0,,,266,109,64,56,28,6,566,2.1278195489
05201025004,3,秋田市,仁井田二ツ屋２丁目,0,,,447,137,151,92,46,12,1021,2.2841163311
05201025005,3,秋田市,仁井田緑町,0,,,24,7,10,6,1,-,49,2.0416666667
05201025006,3,秋田市,仁井田潟中町,0,,,284,72,101,54,43,11,682,2.4014084507
05201025007,3,秋田市,仁井田蕗見町,0,,,173,66,60,24,16,3,361,2.0867052023
05201025008,3,秋田市,仁井田栄町,0,,,270,70,81,59,50,4,667,2.4703703704
05201025009,3,秋田市,仁井田小中島,0,,,98,23,27,27,15,6,248,2.5306122449
05201025010,3,秋田市,仁井田新田１丁目,0,,,361,122,101,72,50,10,831,2.3019390582
05201025011,3,秋田市,仁井田新田２丁目,0,,,270,53,105,63,26,15,681,2.5222222222
05201025012,3,秋田市,仁井田新田３丁目,0,,,220,64,72,40,30,9,529,2.4045454545
05201025013,3,秋田市,仁井田本町１丁目,0,,,334,91,96,64,52,14,860,2.5748502994
05201025014,3,秋田市,仁井田本町２丁目,0,,,223,52,74,46,35,13,561,2.5156950673
05201025015,3,秋田市,仁井田本町３丁目,0,,,314,87,85,78,49,8,771,2.4554140127
05201025016,3,秋田市,仁井田本町４丁目,0,,,276,102,74,52,35,8,618,2.2391304348
05201025017,3,秋田市,仁井田本町５丁目,0,,,137,37,44,37,14,4,320,2.3357664234
05201025018,3,秋田市,仁井田本町６丁目,0,,,190,58,56,41,26,8,443,2.3315789474
05201025019,3,秋田市,仁井田目長田１丁目,0,,,246,75,75,49,39,5,573,2.3292682927
05201025020,3,秋田市,仁井田目長田２丁目,0,,,61,23,13,15,8,1,138,2.2622950820
05201025021,3,秋田市,仁井田目長田３丁目,0,,,45,22,11,8,4,-,84,1.8666666667
052010260,2,秋田市,御野場,0,,,2678,404,999,681,433,108,7050,2.6325616131
05201026001,3,秋田市,御野場１丁目,0,,,98,26,33,15,16,4,245,2.5000000000
05201026002,3,秋田市,御野場２丁目,0,,,172,32,74,43,13,8,414,2.4069767442
05201026003,3,秋田市,御野場３丁目,0,,,126,15,60,28,17,2,322,2.5555555556
05201026004,3,秋田市,御野場４丁目,0,,,157,17,60,43,27,4,433,2.7579617834
05201026005,3,秋田市,御野場５丁目,0,,,250,39,110,50,31,10,644,2.5760000000
05201026006,3,秋田市,御野場６丁目,0,,,202,29,76,51,33,10,534,2.6435643564
05201026007,3,秋田市,御野場７丁目,0,,,383,82,130,81,73,16,963,2.5143603133
05201026008,3,秋田市,御野場８丁目,0,,,106,14,46,23,14,7,278,2.6226415094
05201026009,3,秋田市,御野場新町１丁目,0,,,363,32,120,116,75,14,1028,2.8319559229
05201026010,3,秋田市,御野場新町２丁目,0,,,287,38,112,77,48,10,747,2.6027874564
05201026011,3,秋田市,御野場新町３丁目,0,,,174,26,60,53,25,5,464,2.6666666667
05201026012,3,秋田市,御野場新町４丁目,0,,,162,19,58,46,26,10,446,2.7530864198
05201026013,3,秋田市,御野場新町５丁目,0,,,198,35,60,55,35,8,532,2.6868686869
052010270,2,秋田市,御所野,0,,,2810,683,720,659,531,173,7362,2.6199288256
05201027001,3,秋田市,御所野下堤１丁目,0,,,209,54,70,38,30,15,515,2.4641148325
05201027002,3,秋田市,御所野下堤３丁目,0,,,-,-,-,-,-,-,-,-
05201027003,3,秋田市,御所野地蔵田１丁目,0,,,-,-,-,-,-,-,-,-
05201027004,3,秋田市,御所野元町１丁目,0,,,62,20,17,17,5,1,143,2.3064516129
05201027005,3,秋田市,御所野元町５丁目,0,,,116,13,26,46,23,7,336,2.8965517241
05201027006,3,秋田市,御所野湯本１丁目,0,,,-,-,-,-,-,-,-,-
05201027007,3,秋田市,御所野湯本２丁目,0,,,-,-,-,-,-,-,-,-
05201027008,3,秋田市,御所野下堤２丁目,0,,,-,-,-,-,-,-,-,-
05201027009,3,秋田市,御所野地蔵田２丁目,0,,,221,23,84,60,36,12,613,2.7737556561
05201027010,3,秋田市,御所野地蔵田３丁目,0,,,-,-,-,-,-,-,-,-
05201027011,3,秋田市,御所野地蔵田４丁目,0,,,345,44,71,93,95,34,1063,3.0811594203
05201027012,3,秋田市,御所野元町２丁目,0,,,134,21,50,41,10,9,347,2.5895522388
05201027013,3,秋田市,御所野元町４丁目,0,,,504,285,66,68,63,15,992,1.9682539683
05201027014,3,秋田市,御所野元町６丁目,0,,,213,30,72,54,42,12,584,2.7417840376
05201027015,3,秋田市,御所野元町７丁目,0,,,236,31,81,74,33,12,638,2.7033898305
05201027016,3,秋田市,御所野湯本３丁目,0,,,-,-,-,-,-,-,-,-
05201027017,3,秋田市,御所野湯本４丁目,0,,,-,-,-,-,-,-,-,-
05201027018,3,秋田市,御所野湯本５丁目,0,,,-,-,-,-,-,-,-,-
05201027019,3,秋田市,御所野湯本６丁目,0,,,-,-,-,-,-,-,-,-
05201027020,3,秋田市,御所野元町３丁目,0,,,218,40,72,50,38,16,578,2.6513761468
05201027021,3,秋田市,御所野下堤４丁目,0,,,-,-,-,-,-,-,-,-
05201027022,3,秋田市,御所野下堤５丁目,0,,,5,-,5,-,-,-,10,2.0000000000
05201027023,3,秋田市,御所野地蔵田５丁目,0,,,306,26,48,77,121,30,1011,3.3039215686
05201027024,3,秋田市,御所野堤台２丁目,0,,,241,96,58,41,35,10,532,2.2074688797
05201027025,3,秋田市,御所野堤台１丁目,0,,,-,-,-,-,-,-,-,-
05201027026,3,秋田市,御所野堤台３丁目,0,,,-,-,-,-,-,-,-,-
052010280,2,秋田市,八橋,0,,,4471,1847,1262,760,457,110,9253,2.0695593827
05201028001,3,秋田市,八橋運動公園,0,,,-,-,-,-,-,-,-,-
05201028002,3,秋田市,八橋本町１丁目,0,,,68,32,23,5,5,2,129,1.8970588235
05201028003,3,秋田市,八橋本町２丁目,0,,,183,73,55,35,13,5,378,2.0655737705
05201028004,3,秋田市,八橋本町３丁目,0,,,457,221,110,74,43,7,882,1.9299781182
05201028005,3,秋田市,八橋本町４丁目,0,,,372,175,90,65,28,11,736,1.9784946237
05201028006,3,秋田市,八橋本町５丁目,0,,,161,63,55,30,8,2,324,2.0124223602
05201028007,3,秋田市,八橋新川向,0,,,190,97,43,27,18,5,361,1.9000000000
05201028008,3,秋田市,八橋三和町,0,,,409,159,125,80,37,6,840,2.0537897311
05201028009,3,秋田市,八橋田五郎１丁目,0,,,280,106,88,47,31,8,587,2.0964285714
05201028010,3,秋田市,八橋田五郎２丁目,0,,,169,88,46,14,16,4,313,1.8520710059
05201028011,3,秋田市,八橋鯲沼町,0,,,240,81,73,45,34,6,534,2.2250000000
05201028012,3,秋田市,八橋大沼町,0,,,315,136,89,44,28,12,656,2.0825396825
05201028013,3,秋田市,八橋大畑１丁目,0,,,156,66,34,24,27,5,339,2.1730769231
05201028014,3,秋田市,八橋大畑２丁目,0,,,438,159,136,75,58,8,942,2.1506849315
05201028015,3,秋田市,八橋イサノ１丁目,0,,,253,89,72,48,36,6,564,2.2292490119
05201028016,3,秋田市,八橋イサノ２丁目,0,,,279,97,90,47,35,7,611,2.1899641577
05201028017,3,秋田市,八橋南１丁目,0,,,178,97,34,31,7,8,332,1.8651685393
05201028018,3,秋田市,八橋南２丁目,0,,,70,23,26,10,9,2,151,2.1571428571
05201028019,3,秋田市,八橋本町６丁目,0,,,152,71,36,31,12,1,295,1.9407894737
05201028020,3,秋田市,八橋大道東,0,,,101,14,37,28,12,5,279,2.7623762376
052010300,2,秋田市,楢山,0,,,317,94,129,51,31,8,695,2.1924290221
05201030002,3,秋田市,楢山字太田沢,0,,,-,-,-,-,-,-,-,-
05201030003,3,秋田市,楢山字寺小路,0,,,21,6,9,5,1,-,43,2.0476190476
05201030004,3,秋田市,楢山古川新町,0,,,99,19,46,19,10,3,236,2.3838383838
05201030005,3,秋田市,楢山南新町上丁,0,,,61,18,19,11,9,3,147,2.4098360656
05201030006,3,秋田市,楢山南新町下丁,0,,,136,51,55,16,11,2,269,1.9779411765
05201030009,3,秋田市,楢山字石塚谷地,2,015007,,X,X,X,X,X,X,X,X
052010310,2,秋田市,川尻町,0,,,-,-,-,-,-,-,-,-
052010320,2,秋田市,牛島,0,,,138,20,46,45,20,5,367,2.6594202899
052010330,2,秋田市,卸町,0,,,380,184,91,51,44,6,750,1.9736842105
05201033001,3,秋田市,卸町１丁目,0,,,91,64,11,11,4,-,141,1.5494505495
05201033002,3,秋田市,卸町２丁目,1,,033003,34,32,1,-,-,1,39,1.1470588235
05201033003,3,秋田市,卸町３丁目,2,033002,,X,X,X,X,X,X,X,X
05201033004,3,秋田市,卸町４丁目,0,,,82,41,16,8,14,2,169,2.0609756098
05201033005,3,秋田市,卸町５丁目,0,,,173,47,63,32,26,3,401,2.3179190751
052010340,2,秋田市,八橋,0,,,60,51,7,1,1,-,72,1.2000000000
05201034001,3,秋田市,八橋字イサノ,0,,,60,51,7,1,1,-,72,1.2000000000
05201034003,3,秋田市,八橋字下八橋,0,,,-,-,-,-,-,-,-,-
052010350,2,秋田市,泉,0,,,142,95,18,16,7,3,240,1.6901408451
05201035007,3,秋田市,泉字五庵山,0,,,8,-,2,1,2,-,33,4.1250000000
05201035013,3,秋田市,泉字登木,0,,,134,95,16,15,5,3,207,1.5447761194
05201035014,3,秋田市,泉字三嶽根,0,,,-,-,-,-,-,-,-,-
052010360,2,秋田市,手形,0,,,3198,1761,731,394,225,61,5770,1.8042526579
05201036001,3,秋田市,手形字扇田,0,,,265,170,50,29,12,4,425,1.6037735849
05201036002,3,秋田市,手形字大沢,0,,,178,101,38,24,12,3,312,1.7528089888
05201036003,3,秋田市,手形字大松沢,0,,,225,153,42,20,8,2,339,1.5066666667
05201036004,3,秋田市,手形字才ノ浜,0,,,171,68,54,21,20,7,360,2.1052631579
05201036005,3,秋田市,手形字十七流,0,,,623,287,157,92,67,16,1249,2.0048154093
05201036006,3,秋田市,手形字中台,0,,,147,29,54,43,11,4,366,2.4897959184
05201036007,3,秋田市,手形字中谷地,0,,,257,168,44,29,14,2,409,1.5914396887
05201036008,3,秋田市,手形字西谷地,0,,,624,375,144,61,30,7,1044,1.6730769231
05201036009,3,秋田市,手形字蛇野,0,,,212,149,35,16,8,3,321,1.5141509434
05201036010,3,秋田市,手形字山崎,0,,,496,261,113,59,43,13,945,1.9052419355
052010370,2,秋田市,新藤田,0,,,457,118,183,91,47,16,1037,2.2691466083
05201037001,3,秋田市,新藤田字大所,0,,,32,10,10,8,4,-,70,2.1875000000
05201037002,3,秋田市,新藤田字治郎沢,0,,,87,18,40,19,7,2,199,2.2873563218
05201037003,3,秋田市,新藤田字高梨台,0,,,229,68,83,45,19,13,516,2.2532751092
05201037004,3,秋田市,新藤田字中山台,0,,,109,22,50,19,17,1,252,2.3119266055
052010380,2,秋田市,濁川,0,,,776,173,295,160,96,38,1906,2.4561855670
05201038001,3,秋田市,濁川字家ノ前,0,,,159,30,52,36,26,10,428,2.6918238994
05201038002,3,秋田市,濁川字井戸尻,0,,,28,4,11,4,5,3,81,2.8928571429
05201038003,3,秋田市,濁川字後田,0,,,143,31,53,33,17,6,352,2.4615384615
05201038004,3,秋田市,濁川字蟹子沢,0,,,35,12,16,6,-,1,67,1.9142857143
05201038005,3,秋田市,濁川字鎌ノ沢,0,,,15,3,5,2,2,3,42,2.8000000000
05201038006,3,秋田市,濁川字草刈場,0,,,42,11,23,5,3,-,84,2.0000000000
05201038007,3,秋田市,濁川字口ノ田,0,,,18,15,1,-,2,-,25,1.3888888889
05201038008,3,秋田市,濁川字菅場,0,,,55,7,24,12,4,7,149,2.7090909091
05201038009,3,秋田市,濁川字堀尾田,0,,,210,44,84,44,30,5,507,2.4142857143
05201038010,3,秋田市,濁川字三升作,0,,,71,16,26,18,7,3,171,2.4084507042
